address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
4504 S Van Ness Ave,Los Angeles,CA,90062,NA,NA,NA,NA,1881,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4504-S-Van-Ness-Ave-Los-Angeles-CA-90062/20569410_zpid/
W 39th Pl,Los Angeles,CA,90062,NA,NA,NA,NA,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126721540_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1518 W 54th St,Los Angeles,CA,90062,419900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1518-W-54th-St-Los-Angeles-CA-90062/20562469_zpid/
1559 W Vernon Ave,Los Angeles,CA,90062,425000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1559-W-Vernon-Ave-Los-Angeles-CA-90062/20573701_zpid/
4371 S St Andrews Pl,Los Angeles,CA,90062,495000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4371-S-St-Andrews-Pl-Los-Angeles-CA-90062/20574178_zpid/
S St Andrews Pl,Los Angeles,CA,90062,NA,NA,NA,NA,418,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116880442_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5700 S Van Ness Ave,Los Angeles,CA,90062,500000,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5700-S-Van-Ness-Ave-Los-Angeles-CA-90062/20563092_zpid/
1866 W 57th St,Los Angeles,CA,90062,489900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1866-W-57th-St-Los-Angeles-CA-90062/20563434_zpid/
3918 Dalton Ave,Los Angeles,CA,90062,645000,NA,NA,NA,85,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3918-Dalton-Ave-Los-Angeles-CA-90062/20581623_zpid/
1914 W 54th St,Los Angeles,CA,90062,700000,NA,NA,NA,64,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1914-W-54th-St-Los-Angeles-CA-90062/20563384_zpid/
4817 S Gramercy Pl,Los Angeles,CA,90062,675000,NA,NA,NA,143,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4817-S-Gramercy-Pl-Los-Angeles-CA-90062/20569101_zpid/
4032 Halldale Ave,Los Angeles,CA,90062,869000,NA,NA,NA,80,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4032-Halldale-Ave-Los-Angeles-CA-90062/20573164_zpid/
1946 1/2 W 39th Pl # 3,Los Angeles,CA,90062,550000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1946-1-2-W-39th-Pl-3-Los-Angeles-CA-90062/2094985698_zpid/
1918 W 54th St,Los Angeles,CA,90062,700000,NA,NA,NA,64,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1918-W-54th-St-Los-Angeles-CA-90062/20563383_zpid/
1932 W 54th St,Los Angeles,CA,90062,750000,NA,NA,NA,162,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1932-W-54th-St-Los-Angeles-CA-90062/20563381_zpid/
S Harvard Blvd,Los Angeles,CA,90062,NA,NA,NA,NA,522,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481585_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Wilton Pl,Los Angeles,CA,90062,NA,NA,NA,NA,241,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 45th St,Los Angeles,CA,90062,NA,NA,NA,NA,215,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506231_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Vernon Ave,Los Angeles,CA,90062,NA,NA,NA,NA,47,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506251_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 38th St,Los Angeles,CA,90062,NA,NA,NA,NA,267,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506254_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 39th Pl,Los Angeles,CA,90062,NA,NA,NA,NA,94,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506257_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Harvard Blvd,Los Angeles,CA,90062,NA,NA,NA,NA,330,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cimarron St,Los Angeles,CA,90062,NA,NA,NA,NA,94,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506307_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Brighton Ave,Los Angeles,CA,90062,NA,NA,NA,NA,109,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506313_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Cimarron St,Los Angeles,CA,90062,NA,NA,NA,NA,368,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506324_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 52nd St,Los Angeles,CA,90062,NA,NA,NA,NA,200,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135506344_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 38th St,Los Angeles,CA,90062,NA,NA,NA,NA,239,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135506349_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 55th St,Los Angeles,CA,90062,NA,NA,NA,NA,214,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135481511_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 51st St,Los Angeles,CA,90062,NA,NA,NA,NA,157,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481530_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 53rd St,Los Angeles,CA,90062,NA,NA,NA,NA,44,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481566_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 52nd St,Los Angeles,CA,90062,NA,NA,NA,NA,386,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135481578_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
4141 Michigan Ave,Los Angeles,CA,90063,486000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4141-Michigan-Ave-Los-Angeles-CA-90063/20649634_zpid/
514 N Brannick Ave,Los Angeles,CA,90063,475000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/514-N-Brannick-Ave-Los-Angeles-CA-90063/20646129_zpid/
3116 E 3rd St,Los Angeles,CA,90063,499000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3116-E-3rd-St-Los-Angeles-CA-90063/20631289_zpid/
3334 City Terrace Dr,Los Angeles,CA,90063,710000,NA,NA,NA,19,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3334-City-Terrace-Dr-Los-Angeles-CA-90063/20648054_zpid/
3258 E 4th St,Los Angeles,CA,90063,890000,NA,NA,NA,30,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3258-E-4th-St-Los-Angeles-CA-90063/2096997544_zpid/
4242 E Cesar E Chavez Ave,Los Angeles,CA,90063,479900,NA,NA,NA,32,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/4242-E-Cesar-E-Chavez-Ave-Los-Angeles-CA-90063/2102762718_zpid/
3500 Eagle St,Los Angeles,CA,90063,NA,NA,NA,NA,557,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3500-Eagle-St-Los-Angeles-CA-90063/20633636_zpid/
E 4th St,Los Angeles,CA,90063,NA,NA,NA,NA,121,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127248650_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3936 Woolwine Dr,Los Angeles,CA,90063,NA,NA,NA,NA,1646,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3936-Woolwine-Dr-Los-Angeles-CA-90063/20646849_zpid/
Van Pelt Ave,Los Angeles,CA,90063,NA,NA,NA,NA,600,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123102008_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Stringer Ave,Los Angeles,CA,90063,NA,NA,NA,NA,151,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127223661_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Eastern Ave,Los Angeles,CA,90063,NA,NA,NA,NA,431,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125417082_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3261 City Terrace Dr,Los Angeles,CA,90063,554500,NA,NA,NA,268,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3261-City-Terrace-Dr-Los-Angeles-CA-90063/2096909826_zpid/
3228 E 1st St,Los Angeles,CA,90063,NA,NA,NA,NA,2564,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/3228-E-1st-St-Los-Angeles-CA-90063/20631365_zpid/
Lanfranco St,Los Angeles,CA,90063,NA,NA,NA,NA,131,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123926444_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ramboz Dr,Los Angeles,CA,90063,NA,NA,NA,NA,107,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127028375_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1034 Dundas St,Los Angeles,CA,90063,465000,NA,NA,NA,142,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1034-Dundas-St-Los-Angeles-CA-90063/20647630_zpid/
3411 Malabar St,Los Angeles,CA,90063,1050000,NA,NA,NA,49,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3411-Malabar-St-Los-Angeles-CA-90063/2114427603_zpid/
1091 N Gage Ave,Los Angeles,CA,90063,549000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1091-N-Gage-Ave-Los-Angeles-CA-90063/20647859_zpid/
3023 Winter St,Los Angeles,CA,90063,535900,NA,NA,NA,177,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3023-Winter-St-Los-Angeles-CA-90063/20630644_zpid/
3835 Floral Dr,LOS ANGELES,CA,90063,580000,NA,NA,NA,205,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3835-Floral-Dr-Los-Angeles-CA-90063/20647949_zpid/
1437 N Carmelita Ave,Los Angeles,CA,90063,599000,NA,NA,NA,137,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1437-N-Carmelita-Ave-Los-Angeles-CA-90063/20645540_zpid/
201 N Gage Ave,Los Angeles,CA,90063,850000,NA,NA,NA,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-N-Gage-Ave-Los-Angeles-CA-90063/2094227817_zpid/
Blanchard St,Los Angeles,CA,90063,NA,NA,NA,NA,253,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581069_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Dacotah St,Los Angeles,CA,90063,NA,NA,NA,NA,394,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581079_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Bernal Ave,Los Angeles,CA,90063,NA,NA,NA,NA,59,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581083_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 2nd St,Los Angeles,CA,90063,NA,NA,NA,NA,295,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581102_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Blanchard St,Los Angeles,CA,90063,NA,NA,NA,NA,522,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581108_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Winter St,Los Angeles,CA,90063,NA,NA,NA,NA,201,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581110_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Herbert Ave,Los Angeles,CA,90063,NA,NA,NA,NA,337,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581118_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Michigan Ave,Los Angeles,CA,90063,NA,NA,NA,NA,60,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581130_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Helen Dr,Los Angeles,CA,90063,NA,NA,NA,NA,243,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581135_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Winter St,Los Angeles,CA,90063,NA,NA,NA,NA,45,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154055573_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Whiteside St APT 1,Los Angeles,CA,90063,NA,NA,NA,NA,64,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581033_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Bonnie Beach Pl,Los Angeles,CA,90063,NA,NA,NA,NA,106,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581035_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Bonnie Beach Pl,Los Angeles,CA,90063,NA,NA,NA,NA,256,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581040_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hammel St,Los Angeles,CA,90063,NA,NA,NA,NA,526,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135581046_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Side Blvd,Los Angeles,CA,90063,NA,NA,NA,NA,74,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135581060_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2609 Huron St,Los Angeles,CA,90065,875000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2609-Huron-St-Los-Angeles-CA-90065/20755049_zpid/
2652 Granada St,Los Angeles,CA,90065,575000,NA,NA,NA,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2652-Granada-St-Los-Angeles-CA-90065/2107366859_zpid/
3312 Isabel Dr,Los Angeles,CA,90065,765000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3312-Isabel-Dr-Los-Angeles-CA-90065/20757138_zpid/
3519 Marmion Way,Los Angeles,CA,90065,1499000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3519-Marmion-Way-Los-Angeles-CA-90065/20755194_zpid/
1264 El Paso Dr,Los Angeles,CA,90065,NA,NA,NA,NA,3578,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1264-El-Paso-Dr-Los-Angeles-CA-90065/20765450_zpid/
2814 W Avenue 34,Los Angeles,CA,90065,675000,NA,NA,NA,229,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2814-W-Avenue-34-Los-Angeles-CA-90065/20758240_zpid/
3140 Cazador St,Los Angeles,CA,90065,599000,NA,NA,NA,38,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3140-Cazador-St-Los-Angeles-CA-90065/20757711_zpid/
3440 N Figueroa St,Los Angeles,CA,90065,615000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3440-N-Figueroa-St-Los-Angeles-CA-90065/20755114_zpid/
3511 N Figueroa St,Los Angeles,CA,90065,415000,NA,NA,NA,67,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3511-N-Figueroa-St-Los-Angeles-CA-90065/20754926_zpid/
426 Isabel St,Los Angeles,CA,90065,554000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/426-Isabel-St-Los-Angeles-CA-90065/20754938_zpid/
2960 2962 W Ave # 35,Glassell Park,CA,90065,698000,NA,NA,NA,100,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2960-2962-W-Ave-35-Glassell-Park-CA-90065/2094956552_zpid/
3536 N Figueroa St,Los Angeles,CA,90065,449900,NA,NA,NA,390,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3536-N-Figueroa-St-Los-Angeles-CA-90065/20755141_zpid/
3209 Andrita St,Los Angeles,CA,90065,990000,NA,NA,NA,129,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3209-Andrita-St-Los-Angeles-CA-90065/2095287913_zpid/
2626 W Avenue 32,Los Angeles,CA,90065,849000,NA,NA,NA,108,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2626-W-Avenue-32-Los-Angeles-CA-90065/20758043_zpid/
680 Cypress Ave,Los Angeles,CA,90065,720000,NA,NA,NA,81,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/680-Cypress-Ave-Los-Angeles-CA-90065/20756143_zpid/
3571 Verdugo Rd,Los Angeles,CA,90065,1080000,NA,NA,NA,77,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3571-Verdugo-Rd-Los-Angeles-CA-90065/2094691267_zpid/
2237 Carlyle Pl,Los Angeles,CA,90065,3250000,NA,NA,NA,124,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2237-Carlyle-Pl-Los-Angeles-CA-90065/20757529_zpid/
3408 N Figueroa St,Los Angeles,CA,90065,1500000,NA,NA,NA,204,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3408-N-Figueroa-St-Los-Angeles-CA-90065/20755109_zpid/
433-447 Ulysses St,Los Angeles,CA,90065,800000,NA,NA,NA,57,Auction,http://www.zillow.com/homes/for_sale//homedetails/433-447-Ulysses-St-Los-Angeles-CA-90065/2095116841_zpid/
Crane Blvd,Los Angeles,CA,90065,NA,NA,NA,NA,533,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135703770_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Avenue 32,Los Angeles,CA,90065,NA,NA,NA,NA,220,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135703774_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Roseview Ave,Los Angeles,CA,90065,NA,NA,NA,NA,200,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135703779_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wollam St,Los Angeles,CA,90065,NA,NA,NA,NA,50,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135703782_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Thorpe Ave,Los Angeles,CA,90065,NA,NA,NA,NA,408,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135703802_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2542 N Beachwood Dr,Los Angeles,CA,90068,3890000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2542-N-Beachwood-Dr-Los-Angeles-CA-90068/2093856996_zpid/
2133 Holly Dr,Los Angeles,CA,90068,1995000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2133-Holly-Dr-Los-Angeles-CA-90068/2093856536_zpid/
2491 Hollyridge Dr,Los Angeles,CA,90068,1395000,NA,NA,NA,32,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2491-Hollyridge-Dr-Los-Angeles-CA-90068/20805865_zpid/
3055 Hollycrest Dr,Los Angeles,CA,90068,1600000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3055-Hollycrest-Dr-Los-Angeles-CA-90068/2130748420_zpid/
2276 N Beachwood Dr,Los Angeles,CA,90068,1695000,NA,NA,NA,32,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2276-N-Beachwood-Dr-Los-Angeles-CA-90068/20807528_zpid/
6814 Iris Cir,Los Angeles,CA,90068,NA,NA,NA,NA,579,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/6814-Iris-Cir-Los-Angeles-CA-90068/20804083_zpid/
Cazaux Dr,Los Angeles,CA,90068,NA,NA,NA,NA,240,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123545287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
3224 Bennett Dr,Los Angeles,CA,90068,1495000,NA,NA,NA,37,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3224-Bennett-Dr-Los-Angeles-CA-90068/2094194312_zpid/
2619 Rutherford Dr,Los Angeles,CA,90068,1249000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2619-Rutherford-Dr-Los-Angeles-CA-90068/20805879_zpid/
3926 Kentucky Dr,Los Angeles,CA,90068,2600000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3926-Kentucky-Dr-Los-Angeles-CA-90068/20044732_zpid/
2062 Glencoe Way,Los Angeles,CA,90068,3275000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2062-Glencoe-Way-Los-Angeles-CA-90068/20793873_zpid/
Rutherford Dr,Los Angeles,CA,90068,NA,NA,NA,NA,148,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135748892_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Wilton Pl,Los Angeles,CA,90068,NA,NA,NA,NA,303,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135748918_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1007 N San Vicente Blvd,West Hollywood,CA,90069,3788800,NA,NA,NA,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1007-N-San-Vicente-Blvd-West-Hollywood-CA-90069/45649629_zpid/
921 N West Knoll Dr,West Hollywood,CA,90069,4295000,NA,NA,NA,250,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/921-N-West-Knoll-Dr-West-Hollywood-CA-90069/2096684727_zpid/
1237 Hilldale Ave,Los Angeles,CA,90069,3295000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1237-Hilldale-Ave-Los-Angeles-CA-90069/20799427_zpid/
9040 Phyllis Ave,West Hollywood,CA,90069,2799000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9040-Phyllis-Ave-West-Hollywood-CA-90069/20518786_zpid/
Westbourne Dr,W Hollywood,CA,90069,NA,NA,NA,NA,114,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135430375_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N Alfred St,Los Angeles,CA,90069,NA,NA,NA,NA,25,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/205128310_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
417 N Ardmore Ave,Los Angeles,CA,90189,1890000,NA,NA,NA,153,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/417-N-Ardmore-Ave-Los-Angeles-CA-90189/2110054444_zpid/
1618 W 46th St,Los Angeles,CA,90062,698000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1618-W-46th-St-Los-Angeles-CA-90062/20570085_zpid/
1568 S Orange Grove Ave,Los Angeles,CA,90019,1700000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1568-S-Orange-Grove-Ave-Los-Angeles-CA-90019/20600076_zpid/
1272 S Arizona Ave,Los Angeles,CA,90022,NA,NA,NA,NA,NA,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1272-S-Arizona-Ave-Los-Angeles-CA-90022/20655569_zpid/
5206 San Rafael Ave,Los Angeles,CA,90042,839000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/5206-San-Rafael-Ave-Los-Angeles-CA-90042/20762479_zpid/
1551 W 55th St,Los Angeles,CA,90062,560000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1551-W-55th-St-Los-Angeles-CA-90062/20562490_zpid/
3601 3rd Ave,Los Angeles,CA,90018,769000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3601-3rd-Ave-Los-Angeles-CA-90018/20584138_zpid/
537 N Serrano Ave,Los Angeles,CA,90004,999000,NA,NA,NA,4,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/537-N-Serrano-Ave-Los-Angeles-CA-90004/20781477_zpid/
1831 Ramona Ave,South Pasadena,CA,91030,4500000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1831-Ramona-Ave-South-Pasadena-CA-91030/2093801639_zpid/
11376 Duncan Ave,Lynwood,CA,90262,625000,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11376-Duncan-Ave-Lynwood-CA-90262/21021887_zpid/
Long Beach Blvd,Lynwood,CA,90262,NA,NA,NA,NA,422,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125436927_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
